"","vertex","group"
"712","13765648","2"
"713","13769961","2"
"714","13770253","1"
"715","13770506","1"
"716","13770599","2"
"717","13778098","1"
"718","13784111","1"
"719","13792222","2"
"720","13793962","3"
"721","13796895","2"
"722","13806058","1"
"723","13807934","3"
"724","13817266","1"
"725","13846732","1"
"726","13848347","2"
"727","13861255","1"
"728","13861752","2"
"729","13867226","3"
"730","13867848","1"
"731","13871222","1"
"732","13871918","1"
"733","13888509","1"
"734","13893430","1"
"735","13894211","1"
"736","13900051","2"
"737","13900062","2"
"738","13904137","1"
"739","13924456","2"
"740","13926006","3"
"741","13927630","11"
"742","13933275","2"
"743","13933310","1"
"744","1393379","2"
"745","13938773","2"
"746","13942311","1"
"747","13948317","1"
"748","13954506","2"
"749","13957853","3"
"750","13961087","2"
"751","13963117","3"
"752","13964378","2"
"753","13965069","1"
"754","13966175","2"
"755","13966527","1"
"756","13966576","1"
"757","13968043","1"
"758","13980542","3"
"759","13987811","3"
"760","13989418","1"
"761","13990409","1"
"762","1399137","1"
"763","13996990","2"
"764","13999893","1"
"765","13999904","2"
"766","1401806","1"
"767","14018132","1"
"768","14021810","2"
"769","14022920","2"
"770","14028896","1"
"771","14034085","3"
"772","14039339","1"
"773","14039861","2"
"774","14044970","3"
"775","14045550","4"
"776","14050843","1"
"777","14051692","1"
"778","14052678","2"
"779","14056119","2"
"780","14058261","2"
"781","14061244","1"
"782","14064347","2"
"783","14067194","2"
"784","14071137","3"
"785","14072625","1"
"786","14076551","8"
"787","14080809","1"
"788","14081365","1"
"789","14083768","1"
"790","14085233","1"
"791","14086510","2"
"792","14087187","2"
"793","14095822","1"
"794","14096172","2"
"795","14098812","1"
"796","14099705","1"
"797","14101299","1"
"798","1410536","1"
"799","14107709","2"
"800","14108072","2"
"801","141110","1"
"802","14114925","2"
"803","14116440","3"
"804","1412133","1"
"805","14122154","1"
"806","14122207","2"
"807","14123520","3"
"808","14127111","3"
"809","14134814","1"
"810","14137776","1"
"811","14138836","1"
"812","14139126","2"
"813","14139240","1"
"814","14141536","1"
"815","14142047","2"
"816","14144535","11"
"817","14152830","1"
"818","14154485","2"
"819","14156255","1"
"820","14156839","1"
"821","14157228","6"
"822","14157999","2"
"823","14161689","1"
"824","1416319","1"
"825","14165117","1"
"826","14169347","2"
"827","14169766","1"
"828","14170258","1"
"829","14183311","1"
"830","14184066","1"
"831","14184987","2"
"832","14185500","1"
"833","14187130","3"
"834","14187165","53"
"835","14196186","1"
"836","14197673","2"
"837","14197921","2"
"838","14219013","1"
"839","14221993","1"
"840","14224183","1"
"841","14226226","3"
"842","14226563","3"
"843","14231456","2"
"844","14232122","2"
"845","14232416","1"
"846","14233403","1"
"847","14233535","8"
"848","14237282","1"
"849","142377","1"
"850","14242730","3"
"851","14243279","3"
"852","14243281","2"
"853","14244923","1"
"854","14247339","1"
"855","14251031","2"
"856","14253230","2"
"857","14257467","1"
"858","14267975","3"
"859","14270530","3"
"860","14273467","3"
"861","14278499","2"
"862","14279208","3"
"863","14284390","1"
"864","14285066","2"
"865","14286644","1"
"866","14286968","2"
"867","14288689","2"
"868","14290344","1"
"869","14299726","1"
"870","14302732","45"
"871","14303521","2"
"872","14304964","3"
"873","14316496","2"
"874","14317203","1"
"875","14319817","2"
"876","14321634","1"
"877","14323210","1"
"878","14324470","3"
"879","14326493","3"
"880","14327085","4"
"881","14330089","1"
"882","14331091","1"
"883","14335050","2"
"884","14336828","1"
"885","14349986","3"
"886","14352581","3"
"887","14352929","2"
"888","14356350","1"
"889","14357107","2"
"890","14365053","3"
"891","14373358","3"
"892","14376744","4"
"893","1437941","2"
"894","14382062","3"
"895","14391404","2"
"896","14392821","3"
"897","14400107","2"
"898","14400895","1"
"899","14401754","1"
"900","14403511","2"
"901","14407909","2"
"902","14408690","3"
"903","14409922","2"
"904","14413906","2"
"905","14420545","1"
"906","14422516","2"
"907","14422686","2"
"908","14432569","1"
"909","14441135","2"
"910","14442216","6"
"911","14442799","4"
"912","14449232","1"
"913","14459807","2"
"914","14463821","1"
"915","14467929","2"
"916","14469085","2"
"917","14470401","3"
"918","14472783","2"
"919","14473176","1"
"920","14474313","1"
"921","14475463","1"
"922","14478821","2"
"923","14479104","3"
"924","14482327","2"
"925","14482649","1"
"926","14490666","1"
"927","14495280","2"
"928","14497400","1"
"929","14500915","1"
"930","14504721","3"
"931","14505550","1"
"932","14507450","1"
"933","14519046","3"
"934","14523431","10"
"935","14538142","1"
"936","14541539","2"
"937","14546400","3"
"938","14550255","3"
"939","14555183","8"
"940","14557969","3"
"941","14558600","1"
"942","14559151","2"
"943","14559225","1"
"944","14559445","2"
"945","14560584","3"
"946","14562817","3"
"947","14563581","3"
"948","14563627","1"
"949","14570204","2"
"950","14571466","1"
"951","14572648","1"
"952","14575157","10"
"953","14575263","1"
"954","14578767","2"
"955","14582594","2"
"956","14584022","3"
"957","14591558","2"
"958","14597030","3"
"959","14598044","1"
"960","14602357","2"
"961","14603460","1"
"962","14607690","3"
"963","14623382","3"
"964","1463018","1"
"965","14633680","3"
"966","1463603","2"
"967","1466522","1"
"968","1472275","3"
"969","1474762","2"
"970","1479250","1"
"971","1499471","19"
"972","1501024","2"
"973","1503953","3"
"974","1510759","2"
"975","152714","1"
"976","1549050","2"
"977","1558840","2"
"978","1560709","2"
"979","1581392","1"
"980","1584260","1"
"981","1585431","1"
"982","1590876","1"
"983","1605750","1"
"984","1609334","1"
"985","1613302","1"
"986","1618138","35"
"987","1622260","2"
"988","1631269","2"
"989","1635808","1"
"990","16380895","2"
"991","16391099","1"
"992","16393309","2"
"993","16394291","3"
"994","16411764","5"
"995","16423698","2"
"996","16424286","1"
"997","16430767","1"
"998","16432268","2"
"999","16434886","3"
"1000","16437608","1"
"1001","16438537","1"
"1002","16441855","3"
"1003","16441897","9"
"1004","16443257","18"
"1005","16444352","1"
"1006","16449748","1"
"1007","16454447","2"
"1008","16455635","3"
"1009","16456751","2"
"1010","16458329","2"
"1011","16458473","1"
"1012","16462651","2"
"1013","16470442","1"
"1014","16475845","53"
"1015","16477949","1"
"1016","16482461","1"
"1017","16483691","2"
"1018","16487999","3"
"1019","16491613","2"
"1020","16494203","3"
"1021","16502627","1"
"1022","16506511","9"
"1023","16508965","1"
"1024","16510613","1"
"1025","16516284","2"
"1026","16516661","2"
"1027","16517639","1"
"1028","16517717","3"
"1029","16521238","18"
"1030","16522699","3"
"1031","16524626","3"
"1032","16525202","1"
"1033","16525893","1"
"1034","16529116","2"
"1035","16531478","2"
"1036","16531646","3"
"1037","16534447","3"
"1038","1653812","2"
"1039","16539386","4"
"1040","16547288","1"
"1041","16547890","3"
"1042","16568399","2"
"1043","16568560","2"
"1044","16569001","1"
"1045","16570465","18"
"1046","16570826","1"
"1047","16571268","2"
"1048","16573526","1"
"1049","16574853","2"
"1050","16576454","1"
"1051","16576460","1"
"1052","16578652","1"
"1053","16579718","2"
"1054","16586917","4"
"1055","16595439","6"
"1056","16596743","9"
"1057","16601646","1"
"1058","16608124","3"
"1059","16612166","3"
"1060","16614691","2"
"1061","16625695","11"
"1062","16628904","1"
"1063","16638138","2"
"1064","16640515","3"
"1065","16665907","1"
"1066","16675565","4"
"1067","16716515","11"
"1068","16722922","9"
"1069","16724478","1"
"1070","16730310","10"
"1071","16731416","1"
"1072","16733700","53"
"1073","16735662","1"
"1074","16737157","1"
"1075","16762878","2"
"1076","16774219","2"
"1077","16785466","2"
"1078","16786790","4"
"1079","16787371","3"
"1080","16793127","3"
"1081","16794944","1"
"1082","16797742","3"
"1083","16801278","2"
"1084","16801466","1"
"1085","16804700","1"
"1086","16804880","1"
"1087","16806989","2"
"1088","16812163","2"
"1089","16816965","2"
"1090","16820769","3"
"1091","16821252","1"
"1092","16831645","3"
"1093","16837171","1"
"1094","1684295","2"
"1095","16849530","2"
"1096","1684969","3"
"1097","16852309","3"
"1098","16859184","5"
"1099","16859883","1"
"1100","16860061","1"
"1101","16863797","1"
"1102","16863934","1"
"1103","16867779","1"
"1104","16870048","9"
"1105","16870805","1"
"1106","16875341","2"
"1107","16876717","3"
"1108","16884501","1"
"1109","1688872","1"
"1110","16891381","1"
"1111","16892223","1"
"1112","16899090","1"
"1113","16917628","3"
"1114","16922881","1"
"1115","1692616","1"
"1116","16926367","1"
"1117","16927187","1"
"1118","16930313","3"
"1119","16939681","2"
"1120","16942520","1"
"1121","16954420","1"
"1122","16954821","1"
"1123","1697509","2"
"1124","16984641","2"
"1125","16990067","1"
"1126","17002365","4"
"1127","17004111","1"
"1128","17029684","2"
"1129","17032990","2"
"1130","17046230","4"
"1131","17057735","2"
"1132","17100378","11"
"1133","17116894","2"
"1134","17126615","2"
"1135","17128193","1"
"1136","17129183","1"
"1137","17131984","1"
"1138","17147986","10"
"1139","171526","2"
"1140","17159651","1"
"1141","17160045","2"
"1142","17164552","7"
"1143","17177219","3"
"1144","17180528","1"
"1145","17181681","1"
"1146","17185148","1"
"1147","17187290","3"
"1148","17190339","2"
"1149","17201702","2"
"1150","1722450","2"
"1151","1723278","1"
"1152","172370","1"
"1153","1724320","3"
"1154","17244759","1"
"1155","17245457","1"
"1156","17247242","1"
"1157","17252580","1"
"1158","17253478","1"
"1159","17253547","1"
"1160","1725955","2"
"1161","17263815","1"
"1162","1726520","3"
"1163","17266240","9"
"1164","17268648","1"
"1165","17272553","1"
"1166","17275098","1"
"1167","17278704","2"
"1168","17279191","3"
"1169","172818","1"
"1170","17289475","2"
"1171","17295365","6"
"1172","17300516","1"
"1173","17302816","1"
"1174","17305211","2"
"1175","17306295","4"
"1176","17315941","2"
"1177","17325480","1"
"1178","17328663","1"
"1179","17342070","10"
"1180","17350724","2"
"1181","17355807","1"
"1182","17380676","1"
"1183","17382099","2"
"1184","17390088","1"
"1185","17406790","2"
"1186","17407205","33"
"1187","17414282","1"
"1188","17435274","4"
"1189","17435309","2"
"1190","17440384","1"
"1191","1744581","1"
"1192","1744906","1"
"1193","17461000","7"
"1194","17465259","2"
"1195","17483228","2"
"1196","17494099","5"
"1197","17496356","32"
"1198","17501611","1"
"1199","17502059","2"
"1200","17504623","1"
"1201","17509767","1"
"1202","1752576","1"
"1203","17532823","5"
"1204","17535142","3"
"1205","17543168","2"
"1206","17543456","3"
"1207","17546268","8"
"1208","17563534","1"
"1209","17565120","4"
"1210","17569643","2"
"1211","17579637","2"
"1212","1759401","3"
"1213","17626626","4"
"1214","17647429","3"
"1215","17668691","3"
"1216","176887","1"
"1217","17697251","3"
"1218","17708945","1"
"1219","17710454","2"
"1220","17728100","1"
"1221","17735385","3"
"1222","17762718","4"
"1223","1776419","1"
"1224","17776920","2"
"1225","17785026","1"
"1226","17786384","1"
"1227","17790194","2"
"1228","1780121","1"
"1229","17801411","3"
"1230","17806484","1"
"1231","17819291","1"
"1232","17823865","2"
"1233","17825823","2"
"1234","17826715","3"
"1235","17827141","1"
"1236","17830766","1"
"1237","17840912","3"
"1238","17841678","2"
"1239","17855954","1"
"1240","17856815","1"
"1241","17861998","3"
"1242","1786222","1"
"1243","17878083","2"
"1244","17879247","2"
"1245","1788377","3"
"1246","17885493","1"
"1247","17886128","3"
"1248","17887249","2"
"1249","17890309","1"
"1250","17897413","1"
"1251","17897466","3"
"1252","17901923","1"
"1253","17903490","2"
"1254","17921721","2"
"1255","17922070","3"
"1256","17926067","1"
"1257","17930064","1"
"1258","17939375","3"
"1259","17940863","2"
"1260","17948411","1"
"1261","17951453","1"
"1262","17952343","1"
"1263","17954856","1"
"1264","17956441","1"
"1265","17957991","3"
"1266","17986462","2"
"1267","17991196","1"
"1268","1799261","1"
"1269","17995064","1"
"1270","17995155","2"
"1271","17996651","2"
"1272","17997061","6"
"1273","18001564","2"
"1274","18005930","1"
"1275","18006051","2"
"1276","18012068","2"
"1277","18016826","4"
"1278","18017038","2"
"1279","18017992","1"
"1280","18018788","3"
"1281","18022842","1"
"1282","18022994","2"
"1283","18025333","1"
"1284","18027026","2"
"1285","18031967","1"
"1286","18039768","2"
"1287","18040243","3"
"1288","18041633","1"
"1289","18042977","2"
"1290","18048394","1"
"1291","18048459","1"
"1292","18049193","2"
"1293","18050101","3"
"1294","18051044","2"
"1295","18055887","9"
"1296","18057242","1"
"1297","18063668","2"
"1298","18066942","2"
"1299","18068978","2"
"1300","18085751","3"
"1301","18086205","4"
"1302","18087515","3"
"1303","18087916","2"
"1304","18091729","2"
"1305","18092267","2"
"1306","18092626","1"
"1307","18095802","1"
"1308","18097319","1"
"1309","18097962","2"
"1310","18102314","1"
"1311","18106742","1"
"1312","18119500","3"
"1313","18120786","2"
"1314","18124064","1"
"1315","18124692","1"
"1316","18127948","2"
"1317","18140792","2"
"1318","18147611","3"
"1319","18161276","2"
"1320","18163968","2"
"1321","1816960","1"
"1322","18171685","3"
"1323","18173245","1"
"1324","18173508","2"
"1325","18174859","5"
"1326","18176177","1"
"1327","18183250","1"
"1328","18184427","2"
"1329","18185990","1"
"1330","1818696","2"
"1331","18189943","1"
"1332","18192781","1"
"1333","18195472","1"
"1334","18202503","1"
"1335","18202930","8"
"1336","18209662","2"
"1337","18211170","2"
"1338","18220541","1"
"1339","18224162","3"
"1340","18230915","2"
"1341","18233373","18"
"1342","18235421","3"
"1343","18237366","3"
"1344","18237900","1"
"1345","18238585","2"
"1346","18244152","2"
"1347","18246940","3"
"1348","18247303","2"
"1349","18255848","1"
"1350","18256210","3"
"1351","18263261","2"
"1352","18264359","3"
"1353","18264646","3"
"1354","1826548","1"
"1355","18265558","1"
"1356","18267062","3"
"1357","18269638","3"
"1358","18273864","1"
"1359","18275097","3"
"1360","18279712","8"
"1361","18279931","9"
"1362","18281719","2"
